,Unnamed: 0,Name,All-Star Year,Age,Team,League,Position,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,First Appearance
235,235,Anthony Davis,2014,20,NOP,NBA,PF,67,66,35.2,7.8,15.0,0.519,0.0,0.1,.222,7.8,14.9,0.522,0.52,5.2,6.6,0.7909999999999999,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,0,True
236,236,Damian Lillard,2014,23,POR,NBA,PG,82,82,35.8,6.7,15.9,0.424,2.7,6.8,.394,4.1,9.1,0.447,0.508,4.5,5.2,0.871,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.7,0,True
237,237,Dirk Nowitzki,2014,35,DAL,NBA,PF,80,80,32.9,7.9,15.9,0.49700000000000005,1.6,4.1,.398,6.3,11.8,0.532,0.5489999999999999,4.2,4.7,0.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,11,False
238,238,Kevin Durant,2013,24,OKC,NBA,SF,81,81,38.5,9.0,17.7,0.51,1.7,4.1,.416,7.3,13.6,0.539,0.5589999999999999,8.4,9.3,0.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,3,False
239,239,Kobe Bryant,2013,34,LAL,NBA,SG,78,78,38.6,9.5,20.4,0.46299999999999997,1.7,5.2,.324,7.8,15.2,0.51,0.504,6.7,8.0,0.8390000000000001,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,10,False
240,240,Blake Griffin,2013,23,LAC,NBA,PF,80,80,32.5,7.2,13.4,0.5379999999999999,0.1,0.4,.179,7.2,13.1,0.5479999999999999,0.541,3.5,5.3,0.66,2.3,6.0,8.3,3.7,1.2,0.6,2.3,2.9,18.0,2,False
241,241,Chris Paul,2013,27,LAC,NBA,PG,70,70,33.4,5.9,12.2,0.48100000000000004,1.1,3.3,.328,4.8,8.9,0.5379999999999999,0.526,4.1,4.6,0.885,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0,16.9,4,False
242,242,Dwight Howard,2013,27,LAL,NBA,C,76,76,35.8,6.2,10.7,0.578,0.0,0.1,.167,6.2,10.6,0.581,0.579,4.7,9.5,0.49200000000000005,3.3,9.1,12.4,1.4,1.1,2.4,3.0,3.8,17.1,6,False
243,243,James Harden,2013,23,HOU,NBA,SG,78,78,38.3,7.5,17.1,0.43799999999999994,2.3,6.2,.368,5.2,10.9,0.47700000000000004,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,0,True
244,244,Tony Parker,2013,30,SAS,NBA,PG,66,66,32.9,7.9,15.1,0.522,0.4,1.0,.353,7.5,14.0,0.534,0.534,4.2,5.0,0.845,0.3,2.7,3.0,7.6,0.8,0.1,2.6,1.4,20.3,4,False
245,245,Russell Westbrook,2013,24,OKC,NBA,PG,82,82,34.9,8.2,18.7,0.43799999999999994,1.2,3.7,.323,7.0,15.1,0.466,0.47,5.6,7.0,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,2,False
246,246,David Lee,2013,29,GSW,NBA,PF,79,79,36.8,7.6,14.7,0.519,0.0,0.1,.000,7.6,14.6,0.521,0.519,3.2,4.1,0.797,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,18.5,1,False
247,247,Zach Randolph,2013,31,MEM,NBA,PF,76,75,34.3,6.2,13.5,0.46,0.0,0.3,.087,6.2,13.2,0.469,0.461,3.0,3.9,0.75,4.1,7.2,11.2,1.4,0.8,0.4,2.0,2.4,15.4,1,False
248,248,LaMarcus Aldridge,2013,27,POR,NBA,PF,74,74,37.7,8.6,17.8,0.484,0.0,0.2,.143,8.6,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,1,False
249,249,Tim Duncan,2013,36,SAS,NBA,C,69,69,30.1,7.1,14.1,0.502,0.0,0.1,.286,7.1,14.0,0.504,0.503,3.6,4.3,0.8170000000000001,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,10,False
250,250,Carmelo Anthony,2013,28,NYK,NBA,PF,67,67,37.0,10.0,22.2,0.449,2.3,6.2,.379,7.6,16.0,0.47600000000000003,0.502,6.3,7.6,0.83,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,5,False
251,251,LeBron James,2013,28,MIA,NBA,PF,76,76,37.9,10.1,17.8,0.565,1.4,3.3,.406,8.7,14.5,0.602,0.603,5.3,7.0,0.753,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,8,False
252,252,Dwyane Wade,2013,31,MIA,NBA,SG,69,69,34.7,8.2,15.8,0.521,0.2,1.0,.258,8.0,14.9,0.537,0.528,4.5,6.2,0.725,1.2,3.7,5.0,5.1,1.9,0.8,2.8,2.0,21.2,8,False
253,253,Chris Bosh,2013,28,MIA,NBA,C,74,74,33.2,6.6,12.3,0.535,0.3,1.0,.284,6.3,11.3,0.557,0.546,3.3,4.1,0.7979999999999999,1.8,5.0,6.8,1.7,0.9,1.4,1.7,2.3,16.6,6,False
254,254,Kevin Garnett,2013,36,BOS,NBA,C,68,68,29.7,6.2,12.5,0.496,0.0,0.2,.125,6.2,12.3,0.504,0.498,2.3,3.0,0.7859999999999999,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,9,False
255,255,Kyrie Irving,2013,20,CLE,NBA,PG,59,59,34.7,8.2,18.1,0.452,1.8,4.7,.391,6.4,13.4,0.474,0.503,4.2,4.9,0.855,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5,0,True
256,256,Paul George,2013,22,IND,NBA,SF,79,79,37.6,6.2,14.9,0.419,2.2,5.9,.362,4.1,8.9,0.457,0.491,2.8,3.5,0.807,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,0,True
257,257,Luol Deng,2013,27,CHI,NBA,SF,75,75,38.7,6.2,14.6,0.426,1.0,3.1,.322,5.2,11.5,0.455,0.461,3.1,3.8,0.816,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,1,False
258,258,Tyson Chandler,2013,30,NYK,NBA,C,66,66,32.8,3.9,6.1,0.638,0.0,0.0,None,3.9,6.1,0.638,0.638,2.7,3.9,0.6940000000000001,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,0,True
259,259,Joakim Noah,2013,27,CHI,NBA,C,66,64,36.8,4.6,9.5,0.48100000000000004,0.0,0.1,.000,4.6,9.5,0.485,0.48100000000000004,2.7,3.6,0.7509999999999999,3.9,7.2,11.1,4.0,1.2,2.1,2.7,2.8,11.9,0,True
260,260,Jrue Holiday,2013,22,PHI,NBA,PG,78,78,37.5,7.1,16.5,0.431,1.2,3.2,.368,5.9,13.3,0.446,0.466,2.3,3.1,0.752,1.1,3.1,4.2,8.0,1.6,0.4,3.7,2.2,17.7,0,True
261,261,Brook Lopez,2013,24,BRK,NBA,C,74,74,30.4,7.7,14.8,0.521,0.0,0.0,.000,7.7,14.8,0.522,0.521,4.0,5.3,0.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4,0,True
262,262,Kevin Durant,2012,23,OKC,NBA,SF,66,66,38.6,9.7,19.7,0.496,2.0,5.2,.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0,2,False
263,263,Kobe Bryant,2012,33,LAL,NBA,SG,58,58,38.5,9.9,23.0,0.43,1.5,4.9,.303,8.4,18.1,0.46399999999999997,0.462,6.6,7.8,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,9,False
264,264,Blake Griffin,2012,22,LAC,NBA,PF,66,66,36.2,8.5,15.5,0.5489999999999999,0.0,0.2,.125,8.5,15.2,0.556,0.55,3.7,7.1,0.521,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,20.7,1,False
265,265,Chris Paul,2012,26,LAC,NBA,PG,60,60,36.4,7.1,14.8,0.478,1.3,3.6,.371,5.8,11.3,0.511,0.522,4.3,5.0,0.861,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3,19.8,3,False
266,266,Andrew Bynum,2012,24,LAL,NBA,C,60,60,35.2,7.4,13.3,0.5579999999999999,0.0,0.1,.200,7.4,13.2,0.56,0.5579999999999999,3.9,5.6,0.6920000000000001,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,0,True
267,267,Russell Westbrook,2012,23,OKC,NBA,PG,66,66,35.3,8.8,19.2,0.457,0.9,3.0,.316,7.8,16.2,0.48200000000000004,0.48100000000000004,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,1,False
268,268,Kevin Love,2012,23,MIN,NBA,PF,55,55,39.0,8.6,19.3,0.44799999999999995,1.9,5.1,.372,6.7,14.1,0.475,0.49700000000000005,6.9,8.4,0.8240000000000001,4.1,9.2,13.3,2.0,0.9,0.5,2.3,2.8,26.0,1,False
269,269,Dirk Nowitzki,2012,33,DAL,NBA,PF,62,62,33.5,7.6,16.7,0.457,1.3,3.4,.368,6.4,13.3,0.48100000000000004,0.495,5.1,5.7,0.8959999999999999,0.7,6.0,6.7,2.2,0.7,0.5,1.9,2.1,21.6,10,False
270,270,Marc Gasol,2012,27,MEM,NBA,C,65,65,36.5,5.5,11.4,0.48200000000000004,0.0,0.2,.083,5.5,11.2,0.489,0.483,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,14.6,0,True
271,271,Tony Parker,2012,29,SAS,NBA,PG,60,60,32.1,7.1,14.8,0.48,0.2,1.0,.230,6.9,13.8,0.498,0.488,3.8,4.7,0.799,0.4,2.5,2.9,7.7,1.0,0.1,2.6,1.3,18.3,3,False
272,272,LaMarcus Aldridge,2012,26,POR,NBA,PF,55,55,36.3,8.8,17.1,0.512,0.0,0.2,.182,8.7,16.9,0.516,0.513,4.1,5.0,0.8140000000000001,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7,0,True
273,273,Steve Nash,2012,37,PHO,NBA,PG,62,62,31.6,4.8,9.0,0.532,0.9,2.3,.390,3.9,6.7,0.58,0.581,2.0,2.3,0.894,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,12.5,6,False
274,274,Dwyane Wade,2012,30,MIA,NBA,SG,49,49,33.2,8.5,17.1,0.49700000000000005,0.3,1.1,.268,8.2,15.9,0.513,0.506,4.8,6.1,0.7909999999999999,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2,22.1,7,False
275,275,LeBron James,2012,27,MIA,NBA,SF,62,62,37.5,10.0,18.9,0.531,0.9,2.4,.362,9.1,16.5,0.556,0.5539999999999999,6.2,8.1,0.7709999999999999,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,7,False
276,276,Dwight Howard,2012,26,ORL,NBA,C,54,54,38.3,7.7,13.4,0.573,0.0,0.1,.000,7.7,13.3,0.579,0.573,5.2,10.6,0.491,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,20.6,5,False
277,277,Carmelo Anthony,2012,27,NYK,NBA,SF,55,55,34.1,8.0,18.6,0.43,1.2,3.7,.335,6.8,14.9,0.45399999999999996,0.46299999999999997,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,4,False
278,278,Derrick Rose,2012,23,CHI,NBA,PG,39,39,35.3,7.7,17.8,0.435,1.4,4.4,.312,6.4,13.4,0.475,0.473,5.0,6.1,0.812,0.7,2.7,3.4,7.9,0.9,0.7,3.1,1.3,21.8,2,False
279,279,Chris Bosh,2012,27,MIA,NBA,PF,57,57,35.2,6.9,14.2,0.48700000000000004,0.2,0.6,.286,6.7,13.5,0.496,0.493,4.0,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0,5,False
280,280,Deron Williams,2012,27,NJN,NBA,PG,55,55,36.3,7.1,17.5,0.40700000000000003,2.1,6.2,.336,5.0,11.3,0.446,0.467,4.7,5.5,0.843,0.4,2.9,3.3,8.7,1.2,0.4,4.0,2.2,21.0,2,False
281,281,Rajon Rondo,2012,25,BOS,NBA,PG,53,53,36.9,4.8,10.8,0.44799999999999995,0.2,0.8,.238,4.6,10.0,0.46399999999999997,0.456,2.0,3.4,0.597,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,11.9,2,False
282,282,Andre Iguodala,2012,28,PHI,NBA,SF,62,62,35.6,4.6,10.2,0.45399999999999996,1.2,3.1,.394,3.4,7.1,0.48100000000000004,0.514,2.0,3.2,0.617,0.9,5.2,6.1,5.5,1.7,0.5,1.9,1.5,12.4,0,True
283,283,Paul Pierce,2012,34,BOS,NBA,SF,61,61,34.0,6.5,14.6,0.44299999999999995,1.6,4.5,.366,4.8,10.1,0.47600000000000003,0.499,4.8,5.6,0.852,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4,19.4,9,False
284,284,Roy Hibbert,2012,25,IND,NBA,C,65,65,29.8,5.1,10.3,0.49700000000000005,0.0,0.0,.000,5.1,10.3,0.498,0.49700000000000005,2.6,3.7,0.711,3.3,5.5,8.8,1.7,0.5,2.0,2.0,3.0,12.8,0,True
285,285,Luol Deng,2012,26,CHI,NBA,SF,54,54,39.4,5.8,14.0,0.41200000000000003,1.5,4.0,.367,4.3,10.0,0.43,0.46399999999999997,2.4,3.1,0.77,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,15.3,0,True
286,286,Kevin Durant,2011,22,OKC,NBA,SF,78,78,38.9,9.1,19.7,0.462,1.9,5.3,.350,7.3,14.4,0.504,0.509,7.6,8.7,0.88,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7,1,False
287,287,Kobe Bryant,2011,32,LAL,NBA,SG,82,82,33.9,9.0,20.0,0.451,1.4,4.3,.323,7.6,15.6,0.48700000000000004,0.48700000000000004,5.9,7.1,0.828,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,8,False
288,288,Chris Paul,2011,25,NOH,NBA,PG,80,80,36.0,5.4,11.6,0.46299999999999997,0.9,2.3,.388,4.5,9.3,0.48200000000000004,0.502,4.2,4.8,0.878,0.5,3.6,4.1,9.8,2.4,0.1,2.2,2.5,15.9,2,False
289,289,Carmelo Anthony,2011,26,TOT,NBA,SF,77,77,35.7,8.9,19.5,0.455,1.2,3.3,.378,7.6,16.3,0.47,0.48700000000000004,6.6,7.9,0.838,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6,3,False
290,290,Tim Duncan,2011,34,SAS,NBA,C,76,76,28.4,5.5,11.0,0.5,0.0,0.1,.000,5.5,11.0,0.502,0.5,2.4,3.4,0.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,9,False
291,291,Pau Gasol,2011,30,LAL,NBA,C,82,82,37.0,7.2,13.7,0.529,0.0,0.0,.333,7.2,13.6,0.53,0.53,4.3,5.2,0.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,3,False
292,292,Manu Ginóbili,2011,33,SAS,NBA,SG,80,79,30.3,5.5,12.7,0.433,1.9,5.5,.349,3.6,7.2,0.49700000000000005,0.509,4.5,5.1,0.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2.0,17.4,1,False
293,293,Deron Williams,2011,26,TOT,NBA,PG,65,65,37.9,6.6,15.0,0.439,1.6,4.9,.331,5.0,10.1,0.491,0.493,5.4,6.3,0.845,0.6,3.4,4.0,10.3,1.2,0.2,3.5,2.9,20.1,1,False
294,294,Blake Griffin,2011,21,LAC,NBA,PF,82,82,38.0,8.5,16.8,0.506,0.1,0.3,.292,8.4,16.5,0.51,0.508,5.4,8.5,0.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,0,True
295,295,Dirk Nowitzki,2011,32,DAL,NBA,PF,73,73,34.3,8.4,16.2,0.517,0.9,2.3,.393,7.5,13.8,0.5379999999999999,0.545,5.4,6.1,0.892,0.7,6.3,7.0,2.6,0.5,0.6,1.9,2.4,23.0,9,False
296,296,Russell Westbrook,2011,22,OKC,NBA,PG,82,82,34.7,7.5,17.0,0.442,0.4,1.3,.330,7.1,15.7,0.451,0.45399999999999996,6.5,7.7,0.8420000000000001,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,0,True
297,297,Kevin Love,2011,22,MIN,NBA,PF,73,73,35.8,6.6,14.1,0.47,1.2,2.9,.417,5.4,11.2,0.483,0.513,5.8,6.8,0.85,4.5,10.7,15.2,2.5,0.6,0.4,2.1,2.0,20.2,0,True
298,298,LeBron James,2011,26,MIA,NBA,SF,79,79,38.8,9.6,18.8,0.51,1.2,3.5,.330,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1.0,6.5,7.5,7.0,1.6,0.6,3.6,2.1,26.7,6,False
299,299,Derrick Rose,2011,22,CHI,NBA,PG,81,81,37.4,8.8,19.7,0.445,1.6,4.8,.332,7.2,15.0,0.48100000000000004,0.485,5.9,6.9,0.858,1.0,3.1,4.1,7.7,1.0,0.6,3.4,1.7,25.0,1,False
300,300,Amar'e Stoudemire,2011,28,NYK,NBA,C,78,78,36.8,9.5,19.0,0.502,0.1,0.3,.435,9.4,18.7,0.503,0.505,6.1,7.7,0.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,5,False
301,301,Dwight Howard,2011,25,ORL,NBA,C,78,78,37.6,7.9,13.4,0.593,0.0,0.1,.000,7.9,13.3,0.597,0.593,7.0,11.7,0.596,4.0,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,4,False
302,302,Dwyane Wade,2011,29,MIA,NBA,SG,76,76,37.1,9.1,18.2,0.5,0.8,2.7,.306,8.3,15.5,0.534,0.523,6.5,8.6,0.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,6,False
303,303,Chris Bosh,2011,26,MIA,NBA,PF,77,77,36.3,6.8,13.7,0.496,0.1,0.3,.240,6.7,13.4,0.502,0.499,5.0,6.1,0.815,1.8,6.5,8.3,1.9,0.8,0.6,1.8,2.2,18.7,4,False
304,304,Rajon Rondo,2011,24,BOS,NBA,PG,68,68,37.2,4.7,9.9,0.475,0.1,0.6,.233,4.5,9.2,0.491,0.48200000000000004,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,1,False
305,305,Joe Johnson,2011,29,ATL,NBA,SG,72,72,35.5,7.1,16.1,0.44299999999999995,1.2,4.2,.297,5.9,12.0,0.494,0.48100000000000004,2.7,3.4,0.802,0.8,3.2,4.0,4.7,0.7,0.1,2.0,1.8,18.2,4,False
306,306,Ray Allen,2011,35,BOS,NBA,SG,80,80,36.1,6.0,12.2,0.491,2.1,4.7,.444,3.9,7.5,0.52,0.5770000000000001,2.4,2.7,0.8809999999999999,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5,7,False
307,307,Paul Pierce,2011,33,BOS,NBA,SF,80,80,34.7,6.3,12.8,0.49700000000000005,1.4,3.7,.374,5.0,9.1,0.547,0.551,4.8,5.6,0.86,0.4,5.0,5.4,3.3,1.0,0.6,2.1,2.9,18.9,8,False
308,308,Al Horford,2011,24,ATL,NBA,C,77,77,35.1,6.7,12.0,0.557,0.0,0.1,.500,6.6,11.9,0.557,0.5579999999999999,1.9,2.4,0.7979999999999999,2.4,7.0,9.3,3.5,0.8,1.0,1.5,2.5,15.3,1,False
309,309,Kevin Garnett,2011,34,BOS,NBA,PF,71,71,31.3,6.1,11.6,0.528,0.0,0.1,.200,6.1,11.5,0.53,0.529,2.6,3.1,0.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,8,False
310,310,LeBron James,2010,25,CLE,NBA,SF,76,76,39.0,10.1,20.1,0.503,1.7,5.1,.333,8.4,15.0,0.56,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,5,False
311,311,Dwyane Wade,2010,28,MIA,NBA,SG,77,77,36.3,9.3,19.6,0.47600000000000003,0.9,3.2,.300,8.4,16.5,0.509,0.5,6.9,9.1,0.7609999999999999,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,5,False
312,312,Dwight Howard,2010,24,ORL,NBA,C,82,82,34.7,6.2,10.2,0.612,0.0,0.1,.000,6.2,10.1,0.617,0.612,5.9,10.0,0.5920000000000001,3.5,9.7,13.2,1.8,0.9,2.8,3.3,3.5,18.3,3,False
313,313,Joe Johnson,2010,28,ATL,NBA,SG,76,76,38.0,8.4,18.2,0.45799999999999996,1.7,4.6,.369,6.7,13.6,0.488,0.505,2.9,3.5,0.818,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3,3,False
314,314,Kevin Garnett,2010,33,BOS,NBA,PF,69,69,29.9,5.8,11.2,0.521,0.0,0.1,.200,5.8,11.1,0.523,0.521,2.7,3.2,0.8370000000000001,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,14.3,7,False
315,315,Chris Bosh,2010,25,TOR,NBA,C,70,70,36.1,8.6,16.5,0.518,0.1,0.3,.364,8.5,16.2,0.521,0.522,6.7,8.4,0.797,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,24.0,3,False
316,316,Rajon Rondo,2010,23,BOS,NBA,PG,81,81,36.6,5.7,11.2,0.508,0.2,1.0,.213,5.5,10.2,0.536,0.517,2.2,3.5,0.621,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,13.7,0,True
317,317,Gerald Wallace,2010,27,CHA,NBA,SF,76,76,41.0,6.0,12.4,0.484,0.7,1.8,.371,5.3,10.6,0.503,0.511,5.6,7.2,0.7759999999999999,2.0,8.1,10.0,2.1,1.5,1.1,2.3,2.6,18.2,0,True
318,318,Derrick Rose,2010,21,CHI,NBA,PG,78,78,36.8,8.6,17.6,0.489,0.2,0.8,.267,8.4,16.8,0.5,0.495,3.3,4.3,0.7659999999999999,0.8,2.9,3.8,6.0,0.7,0.3,2.8,1.2,20.8,0,True
319,319,Al Horford,2010,23,ATL,NBA,C,81,81,35.1,5.8,10.5,0.551,0.0,0.0,1.000,5.8,10.4,0.551,0.552,2.6,3.3,0.789,2.9,7.0,9.9,2.3,0.7,1.1,1.5,2.8,14.2,0,True
320,320,David Lee,2010,26,NYK,NBA,C,81,81,37.3,8.5,15.5,0.545,0.0,0.1,.000,8.5,15.4,0.5489999999999999,0.545,3.3,4.1,0.812,2.8,8.9,11.7,3.6,1.0,0.5,2.3,3.2,20.2,0,True
321,321,Paul Pierce,2010,32,BOS,NBA,SF,71,71,34.0,5.8,12.2,0.47200000000000003,1.5,3.7,.414,4.2,8.5,0.49700000000000005,0.535,5.2,6.1,0.852,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3,7,False
322,322,Carmelo Anthony,2010,25,DEN,NBA,SF,69,69,38.2,10.0,21.8,0.45799999999999996,0.9,2.7,.316,9.1,19.1,0.478,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,2,False
323,323,Dirk Nowitzki,2010,31,DAL,NBA,PF,81,80,37.5,8.9,18.5,0.48100000000000004,0.6,1.5,.421,8.3,17.0,0.48700000000000004,0.498,6.6,7.2,0.915,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0,8,False
324,324,Steve Nash,2010,35,PHO,NBA,PG,81,81,32.8,6.2,12.2,0.507,1.5,3.6,.426,4.6,8.6,0.54,0.57,2.6,2.8,0.938,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5,5,False
325,325,Amar'e Stoudemire,2010,27,PHO,NBA,PF,82,82,34.6,8.6,15.4,0.557,0.0,0.1,.167,8.6,15.3,0.5589999999999999,0.557,5.9,7.7,0.7709999999999999,2.8,6.1,8.9,1.0,0.6,1.0,2.6,3.4,23.1,4,False
326,326,Tim Duncan,2010,33,SAS,NBA,C,78,77,31.3,7.2,13.9,0.518,0.0,0.1,.182,7.2,13.7,0.522,0.519,3.5,4.8,0.725,2.8,7.3,10.1,3.2,0.6,1.5,1.8,1.9,17.9,8,False
327,327,Deron Williams,2010,25,UTA,NBA,PG,76,76,36.9,6.5,13.9,0.469,1.3,3.4,.371,5.2,10.4,0.501,0.515,4.4,5.5,0.8009999999999999,0.7,3.3,4.0,10.5,1.3,0.2,3.3,2.7,18.7,0,True
328,328,Chauncey Billups,2010,33,DEN,NBA,PG,73,73,34.1,5.5,13.2,0.418,2.2,5.6,.386,3.4,7.6,0.441,0.499,6.4,7.0,0.91,0.3,2.8,3.1,5.6,1.1,0.1,2.4,2.1,19.5,4,False
329,329,Pau Gasol,2010,29,LAL,NBA,C,65,65,37.0,7.0,13.0,0.536,0.0,0.1,.000,7.0,12.9,0.539,0.536,4.4,5.6,0.79,3.7,7.6,11.3,3.4,0.6,1.7,2.2,2.3,18.3,2,False
330,330,Kevin Durant,2010,21,OKC,NBA,SF,82,82,39.5,9.7,20.3,0.47600000000000003,1.6,4.3,.365,8.1,16.1,0.506,0.514,9.2,10.2,0.9,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1,0,True
331,331,Zach Randolph,2010,28,MEM,NBA,PF,81,81,37.7,8.0,16.5,0.488,0.2,0.6,.288,7.9,15.9,0.496,0.494,4.5,5.7,0.778,4.1,7.7,11.7,1.8,1.0,0.4,2.1,2.8,20.8,0,True
332,332,Chris Kaman,2010,27,LAC,NBA,C,76,76,34.3,7.8,15.8,0.49,0.0,0.1,.000,7.8,15.7,0.49200000000000005,0.49,3.0,4.0,0.7490000000000001,2.4,6.8,9.3,1.6,0.5,1.2,2.9,2.8,18.5,0,True
333,333,Jason Kidd,2010,36,DAL,NBA,PG,80,80,36.0,3.6,8.4,0.423,2.2,5.2,.425,1.4,3.2,0.42,0.5539999999999999,1.0,1.2,0.8079999999999999,0.6,5.0,5.6,9.1,1.8,0.4,2.4,1.8,10.3,4,False
334,334,Kobe Bryant,2009,30,LAL,NBA,SG,82,82,36.1,9.8,20.9,0.467,1.4,4.1,.351,8.3,16.8,0.496,0.502,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,7,False
335,335,Chris Paul,2009,23,NOH,NBA,PG,78,78,38.5,8.1,16.1,0.503,0.8,2.3,.364,7.3,13.8,0.525,0.528,5.8,6.7,0.868,0.9,4.7,5.5,11.0,2.8,0.1,3.0,2.7,22.8,1,False
336,336,Amar'e Stoudemire,2009,26,PHO,NBA,PF,53,53,36.8,7.6,14.1,0.539,0.1,0.1,.429,7.6,14.0,0.54,0.541,6.1,7.3,0.835,2.2,5.9,8.1,2.0,0.9,1.1,2.8,3.1,21.4,3,False
337,337,Tim Duncan,2009,32,SAS,NBA,C,75,75,33.7,7.4,14.8,0.504,0.0,0.0,.000,7.4,14.7,0.505,0.504,4.5,6.4,0.6920000000000001,2.7,8.0,10.7,3.5,0.5,1.7,2.2,2.3,19.3,7,False
338,338,Yao Ming,2009,28,HOU,NBA,C,77,77,33.6,7.4,13.4,0.5479999999999999,0.0,0.0,1.000,7.3,13.4,0.5479999999999999,0.5489999999999999,4.9,5.7,0.866,2.6,7.2,9.9,1.8,0.4,1.9,3.0,3.3,19.7,5,False
339,339,Brandon Roy,2009,24,POR,NBA,SG,78,78,37.2,8.1,16.9,0.48,1.1,2.8,.377,7.1,14.1,0.501,0.512,5.3,6.5,0.8240000000000001,1.3,3.4,4.7,5.1,1.1,0.3,1.9,1.6,22.6,1,False
