,Year,Team,Wins,Losses,Percent,Games Back,PPG,OPPG,SRS
538,2018,Memphis Grizzlies,22,60,.268,43.0,99.3,105.5,-5.81
539,2018,Phoenix Suns,21,61,.256,44.0,103.9,113.3,-8.80
540,2017,Boston Celtics,53,29,.646,—,108.0,105.4,2.25
541,2017,Cleveland Cavaliers,51,31,.622,2.0,110.3,107.2,2.87
542,2017,Toronto Raptors,51,31,.622,2.0,106.9,102.6,3.65
543,2017,Washington Wizards,49,33,.598,4.0,109.2,107.4,1.36
544,2017,Atlanta Hawks,43,39,.524,10.0,103.2,104.0,-1.23
545,2017,Milwaukee Bucks,42,40,.512,11.0,103.6,103.8,-0.45
546,2017,Indiana Pacers,42,40,.512,11.0,105.1,105.3,-0.64
547,2017,Chicago Bulls,41,41,.500,12.0,102.9,102.4,0.03
548,2017,Miami Heat,41,41,.500,12.0,103.2,102.1,0.77
549,2017,Detroit Pistons,37,45,.451,16.0,101.3,102.5,-1.29
550,2017,Charlotte Hornets,36,46,.439,17.0,104.9,104.7,-0.07
551,2017,New York Knicks,31,51,.378,22.0,104.3,108.0,-3.87
552,2017,Orlando Magic,29,53,.354,24.0,101.1,107.6,-6.61
553,2017,Philadelphia 76ers,28,54,.341,25.0,102.4,108.1,-5.83
554,2017,Brooklyn Nets,20,62,.244,33.0,105.8,112.5,-6.74
555,2017,Boston Celtics,53,29,.646,—,108.0,105.4,2.25
556,2017,Cleveland Cavaliers,51,31,.622,2.0,110.3,107.2,2.87
557,2017,Toronto Raptors,51,31,.622,2.0,106.9,102.6,3.65
558,2017,Washington Wizards,49,33,.598,4.0,109.2,107.4,1.36
559,2017,Atlanta Hawks,43,39,.524,10.0,103.2,104.0,-1.23
560,2017,Milwaukee Bucks,42,40,.512,11.0,103.6,103.8,-0.45
561,2017,Indiana Pacers,42,40,.512,11.0,105.1,105.3,-0.64
562,2017,Chicago Bulls,41,41,.500,12.0,102.9,102.4,0.03
563,2017,Miami Heat,41,41,.500,12.0,103.2,102.1,0.77
564,2017,Detroit Pistons,37,45,.451,16.0,101.3,102.5,-1.29
565,2017,Charlotte Hornets,36,46,.439,17.0,104.9,104.7,-0.07
566,2017,New York Knicks,31,51,.378,22.0,104.3,108.0,-3.87
567,2017,Orlando Magic,29,53,.354,24.0,101.1,107.6,-6.61
568,2017,Philadelphia 76ers,28,54,.341,25.0,102.4,108.1,-5.83
569,2017,Brooklyn Nets,20,62,.244,33.0,105.8,112.5,-6.74
570,2017,Boston Celtics,53,29,.646,—,108.0,105.4,2.25
571,2017,Cleveland Cavaliers,51,31,.622,2.0,110.3,107.2,2.87
572,2017,Toronto Raptors,51,31,.622,2.0,106.9,102.6,3.65
573,2017,Washington Wizards,49,33,.598,4.0,109.2,107.4,1.36
574,2017,Atlanta Hawks,43,39,.524,10.0,103.2,104.0,-1.23
575,2017,Milwaukee Bucks,42,40,.512,11.0,103.6,103.8,-0.45
576,2017,Indiana Pacers,42,40,.512,11.0,105.1,105.3,-0.64
577,2017,Chicago Bulls,41,41,.500,12.0,102.9,102.4,0.03
578,2017,Miami Heat,41,41,.500,12.0,103.2,102.1,0.77
579,2017,Detroit Pistons,37,45,.451,16.0,101.3,102.5,-1.29
580,2017,Charlotte Hornets,36,46,.439,17.0,104.9,104.7,-0.07
581,2017,New York Knicks,31,51,.378,22.0,104.3,108.0,-3.87
582,2017,Orlando Magic,29,53,.354,24.0,101.1,107.6,-6.61
583,2017,Philadelphia 76ers,28,54,.341,25.0,102.4,108.1,-5.83
584,2017,Brooklyn Nets,20,62,.244,33.0,105.8,112.5,-6.74
585,2017,Golden State Warriors,67,15,.817,—,115.9,104.3,11.35
586,2017,San Antonio Spurs,61,21,.744,6.0,105.3,98.1,7.13
587,2017,Houston Rockets,55,27,.671,12.0,115.3,109.6,5.84
588,2017,Los Angeles Clippers,51,31,.622,16.0,108.7,104.4,4.42
589,2017,Utah Jazz,51,31,.622,16.0,100.7,96.8,4.00
590,2017,Oklahoma City Thunder,47,35,.573,20.0,106.6,105.8,1.14
591,2017,Memphis Grizzlies,43,39,.524,24.0,100.5,100.0,0.96
592,2017,Portland Trail Blazers,41,41,.500,26.0,107.9,108.5,-0.23
593,2017,Denver Nuggets,40,42,.488,27.0,111.7,111.2,0.70
594,2017,New Orleans Pelicans,34,48,.415,33.0,104.3,106.4,-1.69
595,2017,Dallas Mavericks,33,49,.402,34.0,97.9,100.8,-2.53
596,2017,Sacramento Kings,32,50,.390,35.0,102.8,106.7,-3.29
597,2017,Minnesota Timberwolves,31,51,.378,36.0,105.6,106.7,-0.64
598,2017,Los Angeles Lakers,26,56,.317,41.0,104.6,111.5,-6.29
599,2017,Phoenix Suns,24,58,.293,43.0,107.7,113.3,-5.14
600,2017,Golden State Warriors,67,15,.817,—,115.9,104.3,11.35
601,2017,San Antonio Spurs,61,21,.744,6.0,105.3,98.1,7.13
602,2017,Houston Rockets,55,27,.671,12.0,115.3,109.6,5.84
603,2017,Los Angeles Clippers,51,31,.622,16.0,108.7,104.4,4.42
604,2017,Utah Jazz,51,31,.622,16.0,100.7,96.8,4.00
605,2017,Oklahoma City Thunder,47,35,.573,20.0,106.6,105.8,1.14
606,2017,Memphis Grizzlies,43,39,.524,24.0,100.5,100.0,0.96
607,2017,Portland Trail Blazers,41,41,.500,26.0,107.9,108.5,-0.23
608,2017,Denver Nuggets,40,42,.488,27.0,111.7,111.2,0.70
609,2017,New Orleans Pelicans,34,48,.415,33.0,104.3,106.4,-1.69
610,2017,Dallas Mavericks,33,49,.402,34.0,97.9,100.8,-2.53
611,2017,Sacramento Kings,32,50,.390,35.0,102.8,106.7,-3.29
612,2017,Minnesota Timberwolves,31,51,.378,36.0,105.6,106.7,-0.64
613,2017,Los Angeles Lakers,26,56,.317,41.0,104.6,111.5,-6.29
614,2017,Phoenix Suns,24,58,.293,43.0,107.7,113.3,-5.14
615,2017,Golden State Warriors,67,15,.817,—,115.9,104.3,11.35
616,2017,San Antonio Spurs,61,21,.744,6.0,105.3,98.1,7.13
617,2017,Houston Rockets,55,27,.671,12.0,115.3,109.6,5.84
618,2017,Los Angeles Clippers,51,31,.622,16.0,108.7,104.4,4.42
619,2017,Utah Jazz,51,31,.622,16.0,100.7,96.8,4.00
620,2017,Oklahoma City Thunder,47,35,.573,20.0,106.6,105.8,1.14
621,2017,Memphis Grizzlies,43,39,.524,24.0,100.5,100.0,0.96
622,2017,Portland Trail Blazers,41,41,.500,26.0,107.9,108.5,-0.23
623,2017,Denver Nuggets,40,42,.488,27.0,111.7,111.2,0.70
624,2017,New Orleans Pelicans,34,48,.415,33.0,104.3,106.4,-1.69
625,2017,Dallas Mavericks,33,49,.402,34.0,97.9,100.8,-2.53
626,2017,Sacramento Kings,32,50,.390,35.0,102.8,106.7,-3.29
627,2017,Minnesota Timberwolves,31,51,.378,36.0,105.6,106.7,-0.64
628,2017,Los Angeles Lakers,26,56,.317,41.0,104.6,111.5,-6.29
629,2017,Phoenix Suns,24,58,.293,43.0,107.7,113.3,-5.14
630,2016,Cleveland Cavaliers,57,25,.695,—,104.3,98.3,5.45
631,2016,Toronto Raptors,56,26,.683,1.0,102.7,98.2,4.08
632,2016,Miami Heat,48,34,.585,9.0,100.0,98.4,1.50
633,2016,Atlanta Hawks,48,34,.585,9.0,102.8,99.2,3.49
634,2016,Boston Celtics,48,34,.585,9.0,105.7,102.5,2.84
635,2016,Charlotte Hornets,48,34,.585,9.0,103.4,100.7,2.36
636,2016,Indiana Pacers,45,37,.549,12.0,102.2,100.5,1.62
637,2016,Detroit Pistons,44,38,.537,13.0,102.0,101.4,0.43
638,2016,Chicago Bulls,42,40,.512,15.0,101.6,103.1,-1.46
639,2016,Washington Wizards,41,41,.500,16.0,104.1,104.6,-0.50
640,2016,Orlando Magic,35,47,.427,22.0,102.1,103.7,-1.68
641,2016,Milwaukee Bucks,33,49,.402,24.0,99.0,103.2,-3.98
642,2016,New York Knicks,32,50,.390,25.0,98.4,101.1,-2.74
643,2016,Brooklyn Nets,21,61,.256,36.0,98.6,106.0,-7.12
644,2016,Philadelphia 76ers,10,72,.122,47.0,97.4,107.6,-9.92
645,2016,Cleveland Cavaliers,57,25,.695,—,104.3,98.3,5.45
646,2016,Toronto Raptors,56,26,.683,1.0,102.7,98.2,4.08
647,2016,Miami Heat,48,34,.585,9.0,100.0,98.4,1.50
648,2016,Atlanta Hawks,48,34,.585,9.0,102.8,99.2,3.49
649,2016,Boston Celtics,48,34,.585,9.0,105.7,102.5,2.84
650,2016,Charlotte Hornets,48,34,.585,9.0,103.4,100.7,2.36
651,2016,Indiana Pacers,45,37,.549,12.0,102.2,100.5,1.62
652,2016,Detroit Pistons,44,38,.537,13.0,102.0,101.4,0.43
653,2016,Chicago Bulls,42,40,.512,15.0,101.6,103.1,-1.46
654,2016,Washington Wizards,41,41,.500,16.0,104.1,104.6,-0.50
655,2016,Orlando Magic,35,47,.427,22.0,102.1,103.7,-1.68
656,2016,Milwaukee Bucks,33,49,.402,24.0,99.0,103.2,-3.98
657,2016,New York Knicks,32,50,.390,25.0,98.4,101.1,-2.74
658,2016,Brooklyn Nets,21,61,.256,36.0,98.6,106.0,-7.12
659,2016,Philadelphia 76ers,10,72,.122,47.0,97.4,107.6,-9.92
660,2016,Cleveland Cavaliers,57,25,.695,—,104.3,98.3,5.45
661,2016,Toronto Raptors,56,26,.683,1.0,102.7,98.2,4.08
662,2016,Miami Heat,48,34,.585,9.0,100.0,98.4,1.50
663,2016,Atlanta Hawks,48,34,.585,9.0,102.8,99.2,3.49
664,2016,Boston Celtics,48,34,.585,9.0,105.7,102.5,2.84
665,2016,Charlotte Hornets,48,34,.585,9.0,103.4,100.7,2.36
666,2016,Indiana Pacers,45,37,.549,12.0,102.2,100.5,1.62
667,2016,Detroit Pistons,44,38,.537,13.0,102.0,101.4,0.43
668,2016,Chicago Bulls,42,40,.512,15.0,101.6,103.1,-1.46
669,2016,Washington Wizards,41,41,.500,16.0,104.1,104.6,-0.50
670,2016,Orlando Magic,35,47,.427,22.0,102.1,103.7,-1.68
671,2016,Milwaukee Bucks,33,49,.402,24.0,99.0,103.2,-3.98
672,2016,New York Knicks,32,50,.390,25.0,98.4,101.1,-2.74
673,2016,Brooklyn Nets,21,61,.256,36.0,98.6,106.0,-7.12
674,2016,Philadelphia 76ers,10,72,.122,47.0,97.4,107.6,-9.92
675,2016,Golden State Warriors,73,9,.890,—,114.9,104.1,10.38
676,2016,San Antonio Spurs,67,15,.817,6.0,103.5,92.9,10.28
677,2016,Oklahoma City Thunder,55,27,.671,18.0,110.2,102.9,7.09
678,2016,Los Angeles Clippers,53,29,.646,20.0,104.5,100.2,4.13
679,2016,Portland Trail Blazers,44,38,.537,29.0,105.1,104.3,0.98
680,2016,Dallas Mavericks,42,40,.512,31.0,102.3,102.6,-0.02
681,2016,Memphis Grizzlies,42,40,.512,31.0,99.1,101.3,-2.14
682,2016,Houston Rockets,41,41,.500,32.0,106.5,106.4,0.34
683,2016,Utah Jazz,40,42,.488,33.0,97.7,95.9,1.84
684,2016,Sacramento Kings,33,49,.402,40.0,106.6,109.1,-2.32
685,2016,Denver Nuggets,33,49,.402,40.0,101.9,105.0,-2.81
686,2016,New Orleans Pelicans,30,52,.366,43.0,102.7,106.5,-3.56
687,2016,Minnesota Timberwolves,29,53,.354,44.0,102.4,106.0,-3.38
688,2016,Phoenix Suns,23,59,.280,50.0,100.9,107.5,-6.32
689,2016,Los Angeles Lakers,17,65,.207,56.0,97.3,106.9,-8.92
690,2016,Golden State Warriors,73,9,.890,—,114.9,104.1,10.38
691,2016,San Antonio Spurs,67,15,.817,6.0,103.5,92.9,10.28
692,2016,Oklahoma City Thunder,55,27,.671,18.0,110.2,102.9,7.09
693,2016,Los Angeles Clippers,53,29,.646,20.0,104.5,100.2,4.13
694,2016,Portland Trail Blazers,44,38,.537,29.0,105.1,104.3,0.98
695,2016,Dallas Mavericks,42,40,.512,31.0,102.3,102.6,-0.02
696,2016,Memphis Grizzlies,42,40,.512,31.0,99.1,101.3,-2.14
697,2016,Houston Rockets,41,41,.500,32.0,106.5,106.4,0.34
698,2016,Utah Jazz,40,42,.488,33.0,97.7,95.9,1.84
699,2016,Sacramento Kings,33,49,.402,40.0,106.6,109.1,-2.32
700,2016,Denver Nuggets,33,49,.402,40.0,101.9,105.0,-2.81
701,2016,New Orleans Pelicans,30,52,.366,43.0,102.7,106.5,-3.56
702,2016,Minnesota Timberwolves,29,53,.354,44.0,102.4,106.0,-3.38
703,2016,Phoenix Suns,23,59,.280,50.0,100.9,107.5,-6.32
704,2016,Los Angeles Lakers,17,65,.207,56.0,97.3,106.9,-8.92
705,2016,Golden State Warriors,73,9,.890,—,114.9,104.1,10.38
706,2016,San Antonio Spurs,67,15,.817,6.0,103.5,92.9,10.28
707,2016,Oklahoma City Thunder,55,27,.671,18.0,110.2,102.9,7.09
708,2016,Los Angeles Clippers,53,29,.646,20.0,104.5,100.2,4.13
709,2016,Portland Trail Blazers,44,38,.537,29.0,105.1,104.3,0.98
710,2016,Dallas Mavericks,42,40,.512,31.0,102.3,102.6,-0.02
711,2016,Memphis Grizzlies,42,40,.512,31.0,99.1,101.3,-2.14
712,2016,Houston Rockets,41,41,.500,32.0,106.5,106.4,0.34
713,2016,Utah Jazz,40,42,.488,33.0,97.7,95.9,1.84
714,2016,Sacramento Kings,33,49,.402,40.0,106.6,109.1,-2.32
715,2016,Denver Nuggets,33,49,.402,40.0,101.9,105.0,-2.81
716,2016,New Orleans Pelicans,30,52,.366,43.0,102.7,106.5,-3.56
717,2016,Minnesota Timberwolves,29,53,.354,44.0,102.4,106.0,-3.38
718,2016,Phoenix Suns,23,59,.280,50.0,100.9,107.5,-6.32
719,2016,Los Angeles Lakers,17,65,.207,56.0,97.3,106.9,-8.92
720,2015,Toronto Raptors,49,33,.598,—,104.0,100.9,2.45
721,2015,Boston Celtics,40,42,.488,9.0,101.4,101.2,-0.40
722,2015,Brooklyn Nets,38,44,.463,11.0,98.0,100.9,-3.13
723,2015,Philadelphia 76ers,18,64,.220,31.0,92.0,101.0,-9.04
724,2015,New York Knicks,17,65,.207,32.0,91.9,101.2,-9.50
725,2015,Cleveland Cavaliers,53,29,.646,—,103.1,98.7,4.08
726,2015,Chicago Bulls,50,32,.610,3.0,100.8,97.8,2.54
727,2015,Milwaukee Bucks,41,41,.500,12.0,97.8,97.4,-0.09
728,2015,Indiana Pacers,38,44,.463,15.0,97.3,97.0,-0.23
729,2015,Detroit Pistons,32,50,.390,21.0,98.5,99.5,-1.39
730,2015,Atlanta Hawks,60,22,.732,—,102.5,97.1,4.75
731,2015,Washington Wizards,46,36,.561,14.0,98.5,97.8,0.17
732,2015,Miami Heat,37,45,.451,23.0,94.7,97.3,-2.92
733,2015,Charlotte Hornets,33,49,.402,27.0,94.2,97.3,-3.44
734,2015,Orlando Magic,25,57,.305,35.0,95.7,101.4,-5.87
735,2015,Toronto Raptors,49,33,.598,—,104.0,100.9,2.45
736,2015,Boston Celtics,40,42,.488,9.0,101.4,101.2,-0.40
737,2015,Brooklyn Nets,38,44,.463,11.0,98.0,100.9,-3.13
738,2015,Philadelphia 76ers,18,64,.220,31.0,92.0,101.0,-9.04
739,2015,New York Knicks,17,65,.207,32.0,91.9,101.2,-9.50
740,2015,Cleveland Cavaliers,53,29,.646,—,103.1,98.7,4.08
741,2015,Chicago Bulls,50,32,.610,3.0,100.8,97.8,2.54
742,2015,Milwaukee Bucks,41,41,.500,12.0,97.8,97.4,-0.09
743,2015,Indiana Pacers,38,44,.463,15.0,97.3,97.0,-0.23
744,2015,Detroit Pistons,32,50,.390,21.0,98.5,99.5,-1.39
745,2015,Atlanta Hawks,60,22,.732,—,102.5,97.1,4.75
746,2015,Washington Wizards,46,36,.561,14.0,98.5,97.8,0.17
747,2015,Miami Heat,37,45,.451,23.0,94.7,97.3,-2.92
748,2015,Charlotte Hornets,33,49,.402,27.0,94.2,97.3,-3.44
749,2015,Orlando Magic,25,57,.305,35.0,95.7,101.4,-5.87
750,2015,Toronto Raptors,49,33,.598,—,104.0,100.9,2.45
751,2015,Boston Celtics,40,42,.488,9.0,101.4,101.2,-0.40
752,2015,Brooklyn Nets,38,44,.463,11.0,98.0,100.9,-3.13
753,2015,Philadelphia 76ers,18,64,.220,31.0,92.0,101.0,-9.04
754,2015,New York Knicks,17,65,.207,32.0,91.9,101.2,-9.50
755,2015,Cleveland Cavaliers,53,29,.646,—,103.1,98.7,4.08
756,2015,Chicago Bulls,50,32,.610,3.0,100.8,97.8,2.54
757,2015,Milwaukee Bucks,41,41,.500,12.0,97.8,97.4,-0.09
758,2015,Indiana Pacers,38,44,.463,15.0,97.3,97.0,-0.23
759,2015,Detroit Pistons,32,50,.390,21.0,98.5,99.5,-1.39
760,2015,Atlanta Hawks,60,22,.732,—,102.5,97.1,4.75
761,2015,Washington Wizards,46,36,.561,14.0,98.5,97.8,0.17
762,2015,Miami Heat,37,45,.451,23.0,94.7,97.3,-2.92
763,2015,Charlotte Hornets,33,49,.402,27.0,94.2,97.3,-3.44
764,2015,Orlando Magic,25,57,.305,35.0,95.7,101.4,-5.87
765,2015,Portland Trail Blazers,51,31,.622,—,102.8,98.6,4.41
766,2015,Oklahoma City Thunder,45,37,.549,6.0,104.0,101.8,2.47
767,2015,Utah Jazz,38,44,.463,13.0,95.1,94.9,0.71
768,2015,Denver Nuggets,30,52,.366,21.0,101.5,105.0,-3.07
769,2015,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,-8.00
770,2015,Golden State Warriors,67,15,.817,—,110.0,99.9,10.01
771,2015,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,6.80
772,2015,Phoenix Suns,39,43,.476,28.0,102.4,103.3,-0.38
773,2015,Sacramento Kings,29,53,.354,38.0,101.3,105.0,-3.07
774,2015,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,-6.17
775,2015,Houston Rockets,56,26,.683,—,103.9,100.5,3.82
776,2015,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,3.62
777,2015,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,6.34
778,2015,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,3.36
779,2015,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,1.13
780,2015,Portland Trail Blazers,51,31,.622,—,102.8,98.6,4.41
781,2015,Oklahoma City Thunder,45,37,.549,6.0,104.0,101.8,2.47
782,2015,Utah Jazz,38,44,.463,13.0,95.1,94.9,0.71
783,2015,Denver Nuggets,30,52,.366,21.0,101.5,105.0,-3.07
784,2015,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,-8.00
785,2015,Golden State Warriors,67,15,.817,—,110.0,99.9,10.01
786,2015,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,6.80
787,2015,Phoenix Suns,39,43,.476,28.0,102.4,103.3,-0.38
788,2015,Sacramento Kings,29,53,.354,38.0,101.3,105.0,-3.07
789,2015,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,-6.17
790,2015,Houston Rockets,56,26,.683,—,103.9,100.5,3.82
791,2015,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,3.62
792,2015,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,6.34
793,2015,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,3.36
794,2015,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,1.13
795,2015,Portland Trail Blazers,51,31,.622,—,102.8,98.6,4.41
796,2015,Oklahoma City Thunder,45,37,.549,6.0,104.0,101.8,2.47
797,2015,Utah Jazz,38,44,.463,13.0,95.1,94.9,0.71
798,2015,Denver Nuggets,30,52,.366,21.0,101.5,105.0,-3.07
799,2015,Minnesota Timberwolves,16,66,.195,35.0,97.8,106.5,-8.00
800,2015,Golden State Warriors,67,15,.817,—,110.0,99.9,10.01
801,2015,Los Angeles Clippers,56,26,.683,11.0,106.7,100.1,6.80
802,2015,Phoenix Suns,39,43,.476,28.0,102.4,103.3,-0.38
803,2015,Sacramento Kings,29,53,.354,38.0,101.3,105.0,-3.07
804,2015,Los Angeles Lakers,21,61,.256,46.0,98.5,105.3,-6.17
805,2015,Houston Rockets,56,26,.683,—,103.9,100.5,3.82
806,2015,Memphis Grizzlies,55,27,.671,1.0,98.3,95.1,3.62
807,2015,San Antonio Spurs,55,27,.671,1.0,103.2,97.0,6.34
808,2015,Dallas Mavericks,50,32,.610,6.0,105.2,102.3,3.36
809,2015,New Orleans Pelicans,45,37,.549,11.0,99.4,98.6,1.13
810,2014,Toronto Raptors,48,34,.585,—,101.3,98.0,2.55
811,2014,Brooklyn Nets,44,38,.537,4.0,98.5,99.5,-1.58
812,2014,New York Knicks,37,45,.451,11.0,98.6,99.4,-1.40
813,2014,Boston Celtics,25,57,.305,23.0,96.2,100.7,-4.97
814,2014,Philadelphia 76ers,19,63,.232,29.0,99.5,109.9,-10.66
815,2014,Indiana Pacers,56,26,.683,—,96.7,92.3,3.63
816,2014,Chicago Bulls,48,34,.585,8.0,93.7,91.8,1.20
817,2014,Cleveland Cavaliers,33,49,.402,23.0,98.2,101.5,-3.86
818,2014,Detroit Pistons,29,53,.354,27.0,101.0,104.7,-4.13
819,2014,Milwaukee Bucks,15,67,.183,41.0,95.5,103.7,-8.41
820,2014,Miami Heat,54,28,.659,—,102.2,97.4,4.15
821,2014,Washington Wizards,44,38,.537,10.0,100.7,99.4,0.48
822,2014,Charlotte Bobcats,43,39,.524,11.0,96.9,97.1,-0.89
823,2014,Atlanta Hawks,38,44,.463,16.0,101.0,101.5,-0.88
824,2014,Orlando Magic,23,59,.280,31.0,96.5,102.0,-5.88
825,2014,Toronto Raptors,48,34,.585,—,101.3,98.0,2.55
826,2014,Brooklyn Nets,44,38,.537,4.0,98.5,99.5,-1.58
827,2014,New York Knicks,37,45,.451,11.0,98.6,99.4,-1.40
828,2014,Boston Celtics,25,57,.305,23.0,96.2,100.7,-4.97
829,2014,Philadelphia 76ers,19,63,.232,29.0,99.5,109.9,-10.66
830,2014,Indiana Pacers,56,26,.683,—,96.7,92.3,3.63
831,2014,Chicago Bulls,48,34,.585,8.0,93.7,91.8,1.20
832,2014,Cleveland Cavaliers,33,49,.402,23.0,98.2,101.5,-3.86
833,2014,Detroit Pistons,29,53,.354,27.0,101.0,104.7,-4.13
834,2014,Milwaukee Bucks,15,67,.183,41.0,95.5,103.7,-8.41
835,2014,Miami Heat,54,28,.659,—,102.2,97.4,4.15
836,2014,Washington Wizards,44,38,.537,10.0,100.7,99.4,0.48
837,2014,Charlotte Bobcats,43,39,.524,11.0,96.9,97.1,-0.89
838,2014,Atlanta Hawks,38,44,.463,16.0,101.0,101.5,-0.88
839,2014,Orlando Magic,23,59,.280,31.0,96.5,102.0,-5.88
840,2014,Toronto Raptors,48,34,.585,—,101.3,98.0,2.55
841,2014,Brooklyn Nets,44,38,.537,4.0,98.5,99.5,-1.58
842,2014,New York Knicks,37,45,.451,11.0,98.6,99.4,-1.40
843,2014,Boston Celtics,25,57,.305,23.0,96.2,100.7,-4.97
844,2014,Philadelphia 76ers,19,63,.232,29.0,99.5,109.9,-10.66
845,2014,Indiana Pacers,56,26,.683,—,96.7,92.3,3.63
846,2014,Chicago Bulls,48,34,.585,8.0,93.7,91.8,1.20
847,2014,Cleveland Cavaliers,33,49,.402,23.0,98.2,101.5,-3.86
848,2014,Detroit Pistons,29,53,.354,27.0,101.0,104.7,-4.13
849,2014,Milwaukee Bucks,15,67,.183,41.0,95.5,103.7,-8.41
850,2014,Miami Heat,54,28,.659,—,102.2,97.4,4.15
851,2014,Washington Wizards,44,38,.537,10.0,100.7,99.4,0.48
852,2014,Charlotte Bobcats,43,39,.524,11.0,96.9,97.1,-0.89
853,2014,Atlanta Hawks,38,44,.463,16.0,101.0,101.5,-0.88
854,2014,Orlando Magic,23,59,.280,31.0,96.5,102.0,-5.88
855,2014,Oklahoma City Thunder,59,23,.720,—,106.2,99.8,6.66
856,2014,Portland Trail Blazers,54,28,.659,5.0,106.7,102.8,4.44
857,2014,Minnesota Timberwolves,40,42,.488,19.0,106.9,104.3,3.10
858,2014,Denver Nuggets,36,46,.439,23.0,104.4,106.5,-1.40
859,2014,Utah Jazz,25,57,.305,34.0,95.0,102.2,-6.27
860,2014,Los Angeles Clippers,57,25,.695,—,107.9,101.0,7.27
861,2014,Golden State Warriors,51,31,.622,6.0,104.3,99.5,5.15
862,2014,Phoenix Suns,48,34,.585,9.0,105.2,102.6,3.02
863,2014,Sacramento Kings,28,54,.341,29.0,100.5,103.4,-2.08
864,2014,Los Angeles Lakers,27,55,.329,30.0,103.0,109.2,-5.33
865,2014,San Antonio Spurs,62,20,.756,—,105.4,97.6,8.00
866,2014,Houston Rockets,54,28,.659,8.0,107.7,103.1,5.06
867,2014,Memphis Grizzlies,50,32,.610,12.0,96.1,94.6,2.18
868,2014,Dallas Mavericks,49,33,.598,13.0,104.8,102.4,2.91
869,2014,New Orleans Pelicans,34,48,.415,28.0,99.7,102.4,-1.98
870,2014,Oklahoma City Thunder,59,23,.720,—,106.2,99.8,6.66
871,2014,Portland Trail Blazers,54,28,.659,5.0,106.7,102.8,4.44
872,2014,Minnesota Timberwolves,40,42,.488,19.0,106.9,104.3,3.10
873,2014,Denver Nuggets,36,46,.439,23.0,104.4,106.5,-1.40
874,2014,Utah Jazz,25,57,.305,34.0,95.0,102.2,-6.27
875,2014,Los Angeles Clippers,57,25,.695,—,107.9,101.0,7.27
876,2014,Golden State Warriors,51,31,.622,6.0,104.3,99.5,5.15
877,2014,Phoenix Suns,48,34,.585,9.0,105.2,102.6,3.02
878,2014,Sacramento Kings,28,54,.341,29.0,100.5,103.4,-2.08
879,2014,Los Angeles Lakers,27,55,.329,30.0,103.0,109.2,-5.33
880,2014,San Antonio Spurs,62,20,.756,—,105.4,97.6,8.00
881,2014,Houston Rockets,54,28,.659,8.0,107.7,103.1,5.06
882,2014,Memphis Grizzlies,50,32,.610,12.0,96.1,94.6,2.18
883,2014,Dallas Mavericks,49,33,.598,13.0,104.8,102.4,2.91
884,2014,New Orleans Pelicans,34,48,.415,28.0,99.7,102.4,-1.98
885,2014,Oklahoma City Thunder,59,23,.720,—,106.2,99.8,6.66
886,2014,Portland Trail Blazers,54,28,.659,5.0,106.7,102.8,4.44
887,2014,Minnesota Timberwolves,40,42,.488,19.0,106.9,104.3,3.10
888,2014,Denver Nuggets,36,46,.439,23.0,104.4,106.5,-1.40
889,2014,Utah Jazz,25,57,.305,34.0,95.0,102.2,-6.27
890,2014,Los Angeles Clippers,57,25,.695,—,107.9,101.0,7.27
891,2014,Golden State Warriors,51,31,.622,6.0,104.3,99.5,5.15
892,2014,Phoenix Suns,48,34,.585,9.0,105.2,102.6,3.02
893,2014,Sacramento Kings,28,54,.341,29.0,100.5,103.4,-2.08
894,2014,Los Angeles Lakers,27,55,.329,30.0,103.0,109.2,-5.33
895,2014,San Antonio Spurs,62,20,.756,—,105.4,97.6,8.00
896,2014,Houston Rockets,54,28,.659,8.0,107.7,103.1,5.06
897,2014,Memphis Grizzlies,50,32,.610,12.0,96.1,94.6,2.18
898,2014,Dallas Mavericks,49,33,.598,13.0,104.8,102.4,2.91
899,2014,New Orleans Pelicans,34,48,.415,28.0,99.7,102.4,-1.98
900,2013,New York Knicks,54,28,.659,—,100.0,95.7,3.73
901,2013,Brooklyn Nets,49,33,.598,5.0,96.9,95.1,1.25
902,2013,Boston Celtics,41,40,.506,12.5,96.5,96.7,-0.62
903,2013,Philadelphia 76ers,34,48,.415,20.0,93.2,96.5,-3.51
904,2013,Toronto Raptors,34,48,.415,20.0,97.2,98.7,-1.96
905,2013,Indiana Pacers,49,32,.605,—,94.7,90.7,3.34
