,Year,Name,Position,Age,Team,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,Win Percent,PTS/FGA,% All Star
270,2024,Jordan Nwora,SF,25,IND,66,58,11.8,2.6,5.4,.488,0.9,2.4,.368,1.8,3.0,.583,.570,0.5,0.6,.800,0.9,1.5,2.4,1.3,0.6,0.1,1.3,1.0,6.6,0,.542,1.222222222222222,0.44
351,2024,Amen Thompson,SF,21,HOU,65,60,15.4,2.0,4.8,.417,0.4,2.4,.167,1.6,2.4,.667,.458,1.0,1.6,.625,0.6,2.6,3.2,1.4,0.4,0.2,1.2,2.0,5.4,0,.591,1.1250000000000002,0.44
9,2024,Cole Anthony,PG,23,ORL,82,58,25.4,5.0,10.9,.458,1.4,3.7,.382,3.6,7.2,.497,.523,3.8,4.5,.841,1.0,3.3,4.3,3.6,0.7,0.5,1.9,3.0,15.2,0,.667,1.3944954128440366,0.44
375,2024,Lonnie Walker IV,SG,25,BRK,74,57,21.3,5.2,10.6,.489,2.6,5.6,.463,2.6,5.0,.518,.611,1.7,2.2,.763,0.2,2.5,2.6,1.6,0.6,0.4,1.5,0.9,14.6,0,.520,1.3773584905660377,0.44
382,2024,Blake Wesley,SG,20,SAS,64,58,4.3,0.5,1.3,.375,0.0,0.2,.000,0.5,1.2,.429,.375,0.2,0.3,.500,0.2,0.2,0.3,1.0,0.0,0.2,0.2,0.5,1.2,0,.167,0.923076923076923,0.43
301,2024,Cam Reddish,SF,24,LAL,77,70,24.0,2.4,5.8,.421,0.9,2.6,.333,1.6,3.2,.493,.496,1.4,1.6,.853,0.6,2.2,2.8,1.3,1.4,0.3,0.7,1.7,7.1,0,.577,1.2241379310344827,0.42
6,2024,Jose Alvarado,PG,25,NOP,68,56,17.2,2.3,6.0,.389,1.3,3.3,.410,1.0,2.8,.364,.500,0.8,1.3,.563,0.5,2.1,2.6,2.1,1.3,0.4,1.1,1.6,6.8,0,.577,1.1333333333333333,0.42
134,2024,Quentin Grimes,SG,23,NYK,80,75,22.3,2.4,6.2,.392,1.8,4.9,.375,0.6,1.3,.452,.538,0.1,0.2,.400,0.3,1.1,1.4,1.1,0.7,0.0,0.5,1.7,6.8,0,.560,1.096774193548387,0.41
26,2024,Nicolas Batum,PF,35,PHI,76,70,23.7,2.1,3.7,.557,1.3,2.7,.481,0.7,0.9,.778,.736,0.4,0.6,.636,0.9,2.7,3.6,2.1,0.6,0.7,0.4,1.8,5.8,0,.720,1.5675675675675675,0.4
75,2024,Jae Crowder,PF,33,MIL,66,59,26.7,2.8,5.2,.532,1.8,3.4,.516,1.0,1.8,.563,.702,0.8,1.3,.583,0.4,3.4,3.9,1.7,0.8,0.3,0.4,1.6,8.1,0,.720,1.5576923076923075,0.39
183,2024,Colby Jones,SG,21,SAC,68,58,7.1,1.3,2.8,.464,0.1,0.8,.125,1.2,2.0,.600,.482,0.2,0.3,.667,0.6,0.8,1.4,0.2,0.2,0.1,0.4,1.0,2.9,0,.625,1.0357142857142858,0.38
102,2024,Dante Exum,PG,28,DAL,79,63,16.1,3.2,5.7,.560,0.8,1.9,.429,2.4,3.8,.627,.632,1.0,1.4,.700,0.6,2.2,2.8,2.5,0.5,0.2,0.6,1.4,8.1,0,.640,1.4210526315789473,0.37
152,2024,Buddy Hield,SF,31,IND,82,70,25.5,4.7,10.7,.438,2.7,7.3,.374,2.0,3.4,.573,.564,0.5,0.5,.846,0.7,2.4,3.1,2.6,0.8,0.6,1.5,1.9,12.5,0,.542,1.1682242990654206,0.36
253,2024,Malik Monk,SG,25,SAC,82,58,25.4,4.9,11.3,.435,2.8,6.5,.427,2.1,4.8,.447,.559,2.3,2.6,.903,0.5,2.2,2.7,5.2,0.7,0.5,2.3,1.6,15.0,0,.625,1.327433628318584,0.36
79,2024,Dyson Daniels,PG,20,NOP,82,69,24.4,2.5,6.3,.394,0.7,2.7,.239,1.8,3.6,.511,.445,0.8,1.2,.667,1.1,3.3,4.4,2.9,1.5,0.4,1.1,1.9,6.4,0,.577,1.015873015873016,0.34
43,2024,Oshae Brissett,SF,25,BOS,68,58,10.6,0.7,2.1,.333,0.2,1.0,.200,0.5,1.1,.455,.381,0.9,1.4,.643,0.9,1.3,2.2,0.4,0.4,0.0,0.4,1.3,2.5,0,.792,1.1904761904761905,0.34
377,2024,P.J. Washington,PF,25,CHO,79,70,29.8,5.0,11.7,.433,1.9,5.8,.328,3.1,5.9,.537,.514,1.3,1.9,.718,1.1,4.0,5.1,2.4,0.7,0.9,1.4,2.8,13.3,0,.292,1.136752136752137,0.34
402,2024,Delon Wright,PG,31,WAS,66,58,17.6,1.4,3.8,.367,0.5,1.4,.364,0.9,2.4,.368,.433,1.8,2.0,.875,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5.0,0,.167,1.3157894736842106,0.33
232,2024,Skylar Mays,PG,26,POR,73,63,19.3,2.9,7.1,.406,0.8,2.7,.293,2.1,4.3,.477,.462,0.7,0.9,.846,0.3,1.3,1.7,4.5,0.8,0.1,1.0,1.3,7.3,0,.250,1.028169014084507,0.33
287,2024,Craig Porter Jr.,PG,23,CLE,71,57,14.4,2.9,5.4,.531,0.2,0.5,.375,2.7,4.9,.548,.549,1.2,1.7,.692,0.3,1.6,1.9,2.5,0.6,0.4,1.0,1.1,7.1,0,.538,1.3148148148148147,0.32
255,2024,Marcus Morris,PF,34,PHI,75,60,13.1,2.2,4.4,.506,1.1,1.9,.543,1.2,2.4,.477,.627,0.3,0.3,1.000,0.4,2.2,2.6,0.7,0.3,0.4,0.3,1.6,5.8,0,.720,1.3181818181818181,0.32
282,2024,Julian Phillips,SF,20,CHI,70,55,4.6,0.3,1.1,.294,0.0,0.5,.000,0.3,0.6,.556,.294,0.1,0.3,.250,0.1,0.5,0.7,0.4,0.1,0.0,0.1,0.6,0.7,0,.370,0.6363636363636362,0.32
349,2024,Daniel Theis,C,31,LAC,72,57,16.3,2.7,6.0,.444,0.4,1.1,.375,2.3,4.9,.459,.478,0.9,1.3,.700,1.5,2.1,3.6,0.9,0.5,0.9,0.5,2.5,6.7,0,.600,1.1166666666666667,0.32
188,2024,Cory Joseph,PG,32,GSW,68,57,11.0,0.6,2.5,.250,0.4,1.7,.211,0.3,0.8,.333,.321,0.4,0.6,.571,0.2,0.7,0.9,2.2,0.3,0.1,0.5,0.9,2.0,0,.440,0.8,0.32
4,2024,Nickeil Alexander-Walker,SG,25,MIN,82,69,23.8,2.6,6.4,.412,1.5,4.1,.364,1.1,2.3,.500,.529,0.4,0.6,.600,0.5,1.6,2.0,2.5,0.8,0.7,1.2,1.9,7.1,0,.792,1.1093749999999998,0.32
339,2024,Jaden Springer,SG,21,PHI,72,57,11.1,1.5,3.9,.379,0.3,1.1,.294,1.1,2.7,.415,.422,0.8,1.1,.750,0.9,0.8,1.7,1.1,0.7,0.5,1.0,1.7,4.1,0,.720,1.0512820512820513,0.31
166,2024,Bones Hyland,PG,23,LAC,70,59,16.2,3.0,7.4,.406,1.5,4.0,.365,1.5,3.4,.455,.505,0.7,0.8,.900,0.2,1.0,1.2,1.9,0.5,0.0,1.5,1.7,8.2,0,.600,1.108108108108108,0.31
335,2024,Dru Smith,SG,26,MIA,65,56,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,0,.577,1.162162162162162,0.3
228,2024,KJ Martin,SF,23,PHI,72,57,7.0,0.8,1.8,.444,0.1,0.4,.167,0.7,1.4,.524,.463,0.2,0.4,.500,0.3,0.7,1.1,0.6,0.5,0.1,0.3,1.1,1.9,0,.720,1.0555555555555556,0.29
208,2024,Kira Lewis Jr.,PG,22,NOP,69,56,10.1,1.2,3.6,.319,0.2,1.3,.118,1.0,2.3,.433,.340,0.6,0.7,.889,0.2,0.6,0.8,1.4,0.4,0.1,0.5,0.6,3.1,0,.577,0.8611111111111112,0.29
348,2024,Dalen Terry,SG,21,CHI,66,55,6.2,0.5,1.5,.313,0.2,0.9,.200,0.3,0.5,.500,.375,0.2,0.4,.500,0.3,0.8,1.1,0.7,0.1,0.3,0.3,0.9,1.3,0,.370,0.8666666666666667,0.26
370,2024,Dean Wade,PF,27,CLE,75,68,20.5,1.5,3.9,.387,1.3,3.6,.353,0.3,0.4,.714,.547,0.5,0.6,.750,1.2,3.1,4.3,0.9,0.9,0.2,0.4,2.2,4.8,0,.538,1.2307692307692308,0.26
219,2024,Trey Lyles,PF,28,SAC,69,58,19.6,2.3,5.5,.410,1.3,4.1,.311,1.0,1.5,.688,.525,1.1,1.7,.632,1.0,4.8,5.8,1.5,0.1,0.4,0.8,2.1,6.9,0,.625,1.2545454545454546,0.26
103,2024,Bruno Fernando,C,25,ATL,64,57,4.7,1.1,2.3,.500,0.0,0.1,.000,1.1,2.1,.533,.500,0.6,0.9,.667,0.7,1.0,1.7,0.1,0.0,0.1,0.6,0.7,2.9,0,.400,1.2608695652173914,0.26
395,2024,Patrick Williams,PF,22,CHI,82,72,26.6,3.4,7.8,.438,1.2,3.3,.375,2.2,4.5,.484,.517,1.3,1.8,.735,1.2,3.0,4.2,1.4,1.0,0.9,1.2,1.9,9.4,0,.370,1.2051282051282053,0.26
394,2024,Kenrich Williams,PF,29,OKC,72,58,14.6,1.9,4.0,.482,0.7,1.8,.400,1.2,2.2,.548,.571,0.2,0.7,.300,0.8,1.9,2.7,1.4,0.4,0.1,0.2,1.9,4.8,0,.667,1.2,0.25
263,2024,Andrew Nembhard,PG,24,IND,75,60,18.1,3.1,6.7,.456,0.5,2.2,.243,2.5,4.5,.558,.496,0.4,0.5,.667,0.5,1.2,1.7,4.1,0.9,0.1,1.3,1.9,7.0,0,.542,1.044776119402985,0.24
207,2024,Caris LeVert,SG,29,CLE,75,57,29.9,5.6,13.4,.420,1.7,5.3,.317,3.9,8.1,.487,.482,2.3,3.1,.741,0.5,3.1,3.6,3.5,1.1,0.5,1.5,1.7,15.2,0,.538,1.1343283582089552,0.24
200,2024,Jock Landale,C,28,HOU,75,60,8.7,0.7,1.9,.357,0.1,0.7,.200,0.5,1.2,.444,.393,0.3,0.3,1.000,0.8,1.0,1.8,0.5,0.3,0.2,0.5,0.8,1.7,0,.591,0.8947368421052632,0.24
121,2024,Collin Gillespie,PG,24,DEN,65,55,8.1,0.8,1.9,.421,0.3,1.2,.250,0.5,0.7,.714,.500,0.1,0.1,1.000,0.0,0.3,0.3,0.8,0.5,0.0,0.4,0.9,2.0,0,.630,1.0526315789473684,0.24
135,2024,Rui Hachimura,PF,25,LAL,73,58,24.1,4.5,9.1,.497,1.1,3.0,.373,3.4,6.1,.558,.558,1.6,2.1,.771,0.7,3.1,3.8,1.3,0.7,0.3,0.9,1.6,11.8,0,.577,1.2967032967032968,0.24
53,2024,Reggie Bullock,SF,32,HOU,71,60,8.5,0.6,1.8,.350,0.5,1.5,.353,0.1,0.3,.333,.500,0.1,0.1,1.000,0.2,1.0,1.2,0.3,0.1,0.1,0.2,0.6,1.9,0,.591,1.0555555555555556,0.23
337,2024,Jalen Smith,C,23,IND,72,58,15.4,3.8,5.4,.707,1.0,1.5,.667,2.8,3.9,.722,.800,1.4,1.9,.741,1.4,4.1,5.5,0.9,0.4,0.3,1.1,2.1,10.0,0,.542,1.8518518518518516,0.23
308,2024,Jeremiah Robinson-Earl,PF,23,NOP,66,57,10.7,1.4,2.9,.483,0.6,1.1,.545,0.8,1.8,.444,.586,0.6,0.6,1.000,1.0,1.6,2.6,0.6,0.2,0.0,0.6,0.9,4.0,0,.577,1.3793103448275863,0.21
249,2024,Josh Minott,SF,21,MIN,69,58,2.5,0.7,1.3,.571,0.0,0.5,.000,0.7,0.8,.889,.571,0.4,0.5,.667,0.1,0.2,0.3,0.1,0.0,0.1,0.0,0.4,1.8,0,.792,1.3846153846153846,0.21
16,2024,Mo Bamba,C,25,PHI,71,57,6.4,1.4,2.6,.541,0.4,0.7,.500,1.1,1.9,.556,.608,0.6,0.8,.727,1.2,1.3,2.5,0.3,0.1,0.7,0.5,0.9,3.8,0,.720,1.4615384615384615,0.2
32,2024,Saddiq Bey,SF,24,ATL,82,70,31.2,4.6,9.9,.466,1.8,5.0,.355,2.8,4.9,.577,.555,1.6,2.0,.804,2.2,4.1,6.2,1.3,1.1,0.2,1.2,1.6,12.6,0,.400,1.2727272727272727,0.2
3,2024,Santi Aldama,PF,23,MEM,76,63,25.9,4.8,10.8,.443,1.7,5.1,.330,3.1,5.7,.544,.521,1.1,1.7,.613,1.6,4.3,5.9,2.1,0.7,0.8,1.2,1.9,12.3,0,.250,1.1388888888888888,0.2
62,2024,Alex Caruso,SG,29,CHI,76,65,22.6,3.3,6.1,.535,1.6,3.4,.472,1.7,2.7,.614,.667,1.1,1.5,.774,1.2,2.0,3.2,2.2,1.2,0.8,1.3,2.1,9.3,0,.370,1.5245901639344264,0.2
25,2024,Keita Bates-Diop,SF,28,PHO,79,65,17.6,1.9,4.7,.398,0.5,1.8,.250,1.4,2.9,.492,.447,1.0,1.5,.719,0.9,2.2,3.1,0.9,0.5,0.7,0.3,0.9,5.2,0,.520,1.1063829787234043,0.19
317,2024,Luka Šamanić,PF,24,UTA,67,56,7.2,1.5,3.5,.410,0.4,1.5,.235,1.1,2.0,.545,.462,0.2,0.2,1.000,0.3,1.9,2.2,0.3,0.1,0.2,0.5,0.7,3.5,0,.346,1.0,0.19
77,2024,Seth Curry,SG,33,DAL,77,60,12.2,1.7,4.2,.398,1.0,2.4,.404,0.7,1.8,.389,.512,0.5,0.5,.900,0.5,1.1,1.6,1.0,0.6,0.2,0.3,0.9,4.7,0,.640,1.119047619047619,0.19
87,2024,Donte DiVincenzo,SG,27,NYK,82,64,20.6,3.1,7.1,.438,2.3,5.2,.442,0.8,2.0,.429,.598,0.8,1.2,.724,0.7,2.2,2.9,1.8,1.0,0.3,0.9,1.7,9.4,0,.560,1.323943661971831,0.19
330,2024,Ben Sheppard,SG,22,IND,70,58,7.5,1.3,2.8,.441,0.6,1.8,.333,0.7,1.1,.615,.544,0.3,0.5,.667,0.2,0.5,0.7,0.7,0.3,0.0,0.1,0.9,3.4,0,.542,1.2142857142857144,0.18
160,2024,Talen Horton-Tucker,PG,23,UTA,82,65,22.3,3.9,9.8,.402,1.2,3.9,.317,2.7,5.9,.458,.465,1.4,1.7,.800,0.5,2.3,2.7,4.2,1.0,0.4,1.9,2.2,10.5,0,.346,1.0714285714285714,0.18
170,2024,Jonathan Isaac,PF,26,ORL,75,58,13.5,2.2,4.9,.452,0.6,2.4,.250,1.6,2.6,.636,.512,1.4,1.7,.793,1.2,3.2,4.4,0.3,0.9,1.1,0.6,1.3,6.4,0,.667,1.3061224489795917,0.18
35,2024,Bogdan Bogdanović,SG,31,ATL,81,59,28.0,6.3,13.5,.465,3.4,8.3,.410,2.9,5.2,.552,.591,1.5,1.6,.921,0.4,3.0,3.4,2.5,1.5,0.3,1.2,2.6,17.5,0,.400,1.2962962962962963,0.18
67,2024,Amir Coffey,SF,26,LAC,70,58,8.7,0.9,2.4,.387,0.4,1.3,.294,0.5,1.1,.500,.468,0.5,0.5,.857,0.3,0.7,1.0,0.3,0.1,0.0,0.2,0.8,2.7,0,.600,1.1250000000000002,0.17
51,2024,Thomas Bryant,C,26,MIA,73,59,12.1,2.1,3.8,.538,0.0,0.2,.000,2.1,3.6,.565,.538,0.9,1.1,.833,1.1,2.6,3.8,0.6,0.4,0.3,0.8,1.3,5.0,0,.577,1.3157894736842106,0.17
297,2024,Immanuel Quickley,SG,24,NYK,81,57,23.8,4.9,11.3,.433,2.0,5.3,.367,2.9,5.9,.493,.520,2.9,3.3,.885,0.2,2.8,3.0,2.7,0.5,0.1,1.0,1.5,14.6,0,.560,1.2920353982300883,0.17
250,2024,Davion Mitchell,PG,25,SAC,76,61,15.2,1.5,4.3,.346,0.7,2.4,.273,0.8,1.9,.441,.423,0.6,0.6,.909,0.1,0.9,1.0,2.3,0.3,0.1,0.7,1.5,4.2,0,.625,0.9767441860465117,0.17
303,2024,Naz Reid,C,24,MIN,82,58,22.6,5.1,10.0,.508,1.9,4.8,.400,3.2,5.2,.608,.604,1.5,1.6,.921,1.1,3.5,4.6,0.9,0.7,0.5,1.1,1.6,13.5,0,.792,1.35,0.17
318,2024,Jermaine Samuels,SF,25,HOU,65,60,5.8,0.4,0.8,.500,0.0,0.4,.000,0.4,0.4,1.000,.500,0.4,0.4,1.000,0.2,1.2,1.4,0.4,0.0,0.2,0.0,0.6,1.2,0,.591,1.4999999999999998,0.16
237,2024,Jalen McDaniels,SF,26,TOR,73,57,8.8,0.8,3.1,.265,0.3,1.5,.167,0.6,1.6,.360,.306,0.1,0.1,1.000,0.3,0.9,1.1,0.6,0.3,0.2,0.4,0.8,2.0,0,.400,0.6451612903225806,0.16
290,2024,Bobby Portis,PF,28,MIL,82,57,23.8,5.0,10.1,.500,1.0,2.8,.348,4.1,7.3,.557,.548,1.4,1.7,.810,1.5,5.1,6.6,1.2,0.7,0.5,1.0,2.4,12.4,0,.720,1.2277227722772277,0.16
14,2024,Patrick Baldwin Jr.,SF,21,WAS,65,58,5.6,0.7,1.9,.385,0.4,0.7,.600,0.3,1.1,.250,.500,0.6,0.6,1.000,0.3,1.1,1.4,0.4,0.0,0.1,0.1,0.6,2.4,0,.167,1.263157894736842,0.16
132,2024,Josh Green,SG,23,DAL,75,62,25.2,2.6,6.1,.422,1.3,3.5,.365,1.3,2.6,.500,.528,0.5,0.9,.529,0.6,2.3,2.9,2.4,0.9,0.2,0.9,1.7,6.9,0,.640,1.1311475409836067,0.16
299,2024,Duop Reath,C,27,POR,74,62,15.6,2.9,6.9,.414,1.4,4.3,.338,1.4,2.7,.535,.518,1.2,1.3,.905,1.1,1.8,2.8,1.3,0.6,0.3,0.6,1.9,8.4,0,.250,1.2173913043478262,0.15
404,2024,Omer Yurtseven,C,25,UTA,74,62,12.6,1.9,3.8,.515,0.2,0.7,.231,1.8,3.1,.582,.537,0.3,0.4,.750,1.7,3.2,4.8,0.7,0.2,0.6,1.1,1.7,4.4,0,.346,1.1578947368421053,0.15
289,2024,Otto Porter Jr.,SF,30,TOR,68,58,11.8,0.9,2.4,.385,0.6,1.7,.368,0.3,0.6,.429,.519,0.1,0.1,1.000,0.5,1.6,2.2,0.3,0.4,0.4,0.2,1.1,2.5,0,.400,1.0416666666666667,0.15
284,2024,Brandin Podziemski,SG,20,GSW,76,59,21.2,3.3,7.2,.453,1.2,2.9,.418,2.1,4.3,.476,.536,0.7,1.1,.619,1.5,3.4,4.9,2.5,0.8,0.2,1.4,1.8,8.4,0,.440,1.1666666666666667,0.15
226,2024,Naji Marshall,SF,26,NOP,73,56,20.2,2.8,6.0,.461,1.2,2.8,.426,1.6,3.2,.491,.559,1.8,2.1,.857,1.2,3.2,4.4,2.2,0.8,0.3,1.2,1.4,8.5,0,.577,1.4166666666666667,0.15
57,2024,Jamal Cain,PF,24,MIA,64,56,14.1,1.6,3.6,.448,0.5,1.9,.267,1.1,1.8,.643,.517,0.9,1.4,.636,0.6,0.9,1.5,0.1,0.8,0.3,0.3,0.8,4.6,0,.577,1.2777777777777777,0.15
241,2024,Jordan McLaughlin,PG,27,MIN,66,58,4.0,0.3,0.6,.400,0.3,0.4,.667,0.0,0.3,.000,.600,0.3,0.3,1.000,0.0,0.0,0.0,0.9,0.1,0.4,0.0,0.3,1.0,0,.792,1.6666666666666667,0.15
92,2024,Chris Duarte,SF,26,SAC,79,63,13.1,1.4,3.7,.377,0.7,2.1,.311,0.7,1.5,.469,.468,0.7,0.9,.778,0.2,1.6,1.8,0.9,0.6,0.1,0.6,2.3,4.1,0,.625,1.108108108108108,0.15
197,2024,Furkan Korkmaz,SG,26,PHI,75,57,7.2,0.7,1.9,.353,0.3,1.1,.263,0.4,0.8,.467,.426,0.4,0.5,.778,0.1,0.4,0.5,0.6,0.6,0.0,0.4,0.5,2.0,0,.720,1.0526315789473684,0.14
283,2024,Jalen Pickett,SG,24,DEN,67,55,6.4,0.8,1.8,.476,0.5,1.3,.400,0.3,0.5,.667,.619,0.2,0.2,1.000,0.1,0.8,0.8,0.7,0.3,0.0,0.5,0.6,2.3,0,.630,1.2777777777777777,0.14
137,2024,Tim Hardaway Jr.,SF,31,DAL,79,57,28.7,6.0,14.3,.417,3.5,9.3,.373,2.5,5.0,.500,.538,2.3,2.6,.879,0.4,3.2,3.5,1.5,0.3,0.0,0.8,1.1,17.7,0,.640,1.2377622377622377,0.14
133,2024,AJ Griffin,SF,20,ATL,69,57,9.2,0.8,2.8,.294,0.7,2.1,.320,0.2,0.8,.222,.412,0.2,0.2,1.000,0.2,0.8,1.0,0.3,0.1,0.0,0.3,0.5,2.5,0,.400,0.8928571428571429,0.14
161,2024,Danuel House Jr.,SF,30,PHI,71,57,11.6,1.4,3.3,.435,0.7,1.9,.385,0.7,1.4,.500,.543,0.8,1.0,.786,0.5,0.9,1.4,1.0,0.4,0.1,0.6,0.9,4.4,0,.720,1.3333333333333335,0.14
145,2024,Jordan Hawkins,SG,21,NOP,81,65,24.8,3.6,9.5,.378,2.2,6.2,.359,1.4,3.3,.415,.496,1.6,1.8,.870,0.7,2.6,3.3,1.6,0.4,0.0,0.9,1.8,11.0,0,.577,1.1578947368421053,0.14
172,2024,Isaiah Jackson,C,22,IND,74,58,14.1,3.0,4.4,.686,0.0,0.1,.000,3.0,4.3,.696,.686,1.3,1.8,.714,1.6,3.1,4.7,1.0,0.6,1.5,0.6,3.0,7.3,0,.542,1.659090909090909,0.14
272,2024,Josh Okogie,SG,25,PHO,80,68,21.3,2.0,4.7,.417,0.6,2.2,.275,1.3,2.5,.544,.481,2.0,2.6,.767,1.7,1.7,3.4,1.2,1.0,0.5,0.8,1.3,6.5,0,.520,1.3829787234042552,0.13
190,2024,Luke Kennard,SG,27,MEM,66,58,21.5,2.6,7.3,.362,2.1,5.8,.370,0.5,1.5,.333,.509,0.9,0.9,1.000,0.4,2.5,2.9,2.0,0.6,0.1,0.6,0.5,8.3,0,.250,1.1369863013698631,0.13
274,2024,Isaac Okoro,SF,23,CLE,73,62,24.1,2.6,5.4,.484,0.8,2.1,.389,1.8,3.2,.545,.560,1.1,1.6,.667,1.2,2.0,3.2,1.5,1.0,0.4,0.8,2.3,7.1,0,.538,1.3148148148148147,0.13
319,2024,Dario Šarić,C,29,GSW,82,61,21.3,3.7,8.0,.465,1.6,4.2,.390,2.1,3.8,.547,.568,1.6,2.0,.820,1.7,4.4,6.0,2.2,0.6,0.2,1.2,2.5,10.7,0,.440,1.3375,0.13
98,2024,Kessler Edwards,SF,23,SAC,77,58,5.5,0.5,1.3,.375,0.3,0.8,.333,0.2,0.5,.444,.479,0.1,0.1,.500,0.2,0.6,0.8,0.3,0.1,0.1,0.1,0.5,1.3,0,.625,1.0,0.13
107,2024,Jordan Ford,PG,25,SAC,64,58,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,0,.625,1.6666666666666667,0.13
360,2024,P.J. Tucker,PF,38,LAC,72,60,15.9,0.4,1.3,.316,0.3,1.1,.313,0.1,0.2,.333,.447,0.2,0.2,1.000,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3,0,.600,1.0,0.13
296,2024,Olivier-Maxence Prosper,PF,21,DAL,72,57,8.0,0.7,2.0,.367,0.3,1.3,.250,0.4,0.7,.600,.450,0.6,0.9,.643,0.4,1.3,1.7,0.6,0.1,0.1,0.1,0.5,2.4,0,.640,1.2,0.13
379,2024,Trendon Watford,PF,23,BRK,75,57,14.6,2.7,5.3,.516,0.3,0.9,.294,2.4,4.3,.564,.542,0.9,0.9,.941,1.1,2.4,3.5,2.0,0.5,0.3,1.1,2.1,6.6,0,.520,1.2452830188679245,0.13
48,2024,Kobe Brown,PF,24,LAC,73,57,9.8,0.9,2.4,.395,0.5,1.6,.320,0.4,0.8,.538,.500,0.1,0.1,.500,0.4,1.4,1.8,0.4,0.1,0.2,0.1,1.8,2.4,0,.600,1.0,0.13
49,2024,Troy Brown Jr.,SF,24,MIN,78,61,16.0,2.0,4.4,.455,1.2,3.1,.377,0.9,1.4,.630,.585,0.9,1.0,.850,0.6,2.2,2.8,1.2,0.3,0.1,0.5,0.9,6.0,0,.792,1.3636363636363635,0.13
392,2024,Jaylin Williams,C,21,OKC,77,58,13.3,1.5,3.7,.394,0.9,2.4,.378,0.6,1.4,.423,.514,0.7,0.7,.929,0.6,2.9,3.5,1.4,0.3,0.1,0.4,1.7,4.5,0,.667,1.2162162162162162,0.12
405,2024,Cody Zeller,C,31,NOP,76,56,9.5,0.6,1.7,.324,0.0,0.1,.000,0.6,1.7,.333,.324,0.7,1.2,.542,1.1,1.8,2.9,1.1,0.2,0.1,0.3,1.2,1.8,0,.577,1.0588235294117647,0.12
128,2024,A.J. Green,SG,24,MIL,74,57,8.5,1.2,2.8,.447,1.1,2.4,.439,0.2,0.4,.500,.638,0.1,0.1,1.000,0.2,0.7,0.9,0.8,0.0,0.0,0.0,0.9,3.6,0,.720,1.2857142857142858,0.12
7,2024,Kyle Anderson,PF,30,MIN,82,58,23.5,2.7,5.8,.464,0.1,0.8,.105,2.6,5.0,.521,.471,1.5,2.2,.692,0.8,3.0,3.7,4.1,0.8,0.8,1.5,1.5,7.0,0,.792,1.206896551724138,0.12
243,2024,Chimezie Metu,C,26,PHO,72,59,10.5,1.6,3.3,.490,0.5,1.5,.348,1.1,1.7,.615,.571,0.5,0.7,.700,0.4,1.5,1.9,0.4,0.4,0.3,0.4,1.2,4.2,0,.520,1.272727272727273,0.12
64,2024,Max Christie,SG,20,LAL,77,62,17.2,1.7,4.4,.387,0.6,2.0,.302,1.1,2.4,.460,.457,0.5,0.7,.714,0.1,2.4,2.6,1.0,0.4,0.2,0.7,1.4,4.5,0,.577,1.0227272727272727,0.12
248,2024,Justin Minaya,SF,24,POR,64,58,6.3,0.3,1.0,.333,0.3,0.7,.500,0.0,0.3,.000,.500,0.2,0.3,.500,0.7,0.2,0.8,0.0,0.0,0.2,0.2,0.3,1.2,0,.250,1.2,0.12
85,2024,Ousmane Dieng,PF,20,OKC,73,58,10.9,1.4,3.3,.429,0.8,2.3,.343,0.6,0.9,.643,.551,0.5,0.7,.800,0.4,1.3,1.7,0.9,0.1,0.0,0.4,0.6,4.1,0,.667,1.2424242424242424,0.12
150,2024,Taylor Hendricks,PF,20,UTA,64,56,18.6,2.3,5.8,.391,1.1,3.4,.333,1.1,2.4,.474,.489,0.8,1.0,.750,1.0,1.6,2.6,0.5,1.0,0.6,0.8,1.3,6.4,0,.346,1.103448275862069,0.12
0,2024,Precious Achiuwa,C,24,TOR,76,57,18.1,3.2,6.9,.462,0.6,2.1,.308,2.6,4.9,.527,.508,1.0,1.6,.613,1.9,4.0,5.9,2.1,0.6,0.4,1.4,1.8,8.1,0,.400,1.1739130434782608,0.11
214,2024,Kenneth Lofton Jr.,PF,21,MEM,73,58,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,0,.250,1.04,0.11
176,2024,Jaime Jaquez Jr.,SF,22,MIA,82,60,28.0,5.2,10.0,.517,1.2,3.0,.392,4.0,7.0,.571,.577,1.6,1.9,.857,1.0,2.6,3.7,2.8,1.0,0.2,1.6,2.4,13.2,0,.577,1.3199999999999998,0.11
